name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t,
619 2023-2024 14USU0210F 5041100021,619,2023-2024,14USU0210F,5041100021,Escolarizada,226,198,,424,7,6,,13,0,0,,0,
620 2023-2024 14USU0210F 5041100056,620,2023-2024,14USU0210F,5041100056,Escolarizada,206,349,,555,4,8,,12,0,0,,0,
621 2023-2024 14USU0210F 5042200024,621,2023-2024,14USU0210F,5042200024,Escolarizada,54,139,,193,4,5,,9,0,2,,2,
622 2023-2024 14USU0210F 5051100015,622,2023-2024,14USU0210F,5051100015,Escolarizada,43,98,,141,2,5,,7,0,0,,0,
623 2023-2024 14USU0210F 5062100034,623,2023-2024,14USU0210F,5062100034,Escolarizada,175,35,,210,3,1,,4,1,1,,2,
624 2023-2024 14USU0210F 5072400001,624,2023-2024,14USU0210F,5072400001,Escolarizada,52,41,,93,3,1,,4,0,0,,0,
625 2023-2024 14USU0210F 5081100010,625,2023-2024,14USU0210F,5081100010,Escolarizada,170,117,,287,2,2,,4,0,1,,1,
626 2023-2024 14USU0210F 5082100001,626,2023-2024,14USU0210F,5082100001,Escolarizada,262,375,,637,7,4,,11,1,2,,3,
627 2023-2024 14USU0210F 5091100011,627,2023-2024,14USU0210F,5091100011,Escolarizada,306,485,,791,5,13,,18,0,1,,1,
628 2023-2024 14USU0210F 5092100006,628,2023-2024,14USU0210F,5092100006,Escolarizada,169,742,,911,1,17,,18,0,3,,3,
629 2023-2024 14USU0210F 5093100002,629,2023-2024,14USU0210F,5093100002,Escolarizada,42,118,,160,1,2,,3,0,0,,0,
630 2023-2024 14USU0210F 5094200006,630,2023-2024,14USU0210F,5094200006,Escolarizada,93,322,,415,1,9,,10,0,3,,3,
631 2023-2024 14USU0210F 5101100015,631,2023-2024,14USU0210F,5101100015,Escolarizada,95,66,,161,3,0,,3,0,1,,1,
632 2023-2024 14USU0210F 5103100017,632,2023-2024,14USU0210F,5103100017,Escolarizada,132,85,,217,1,2,,3,0,1,,1,
633 2023-2024 14USU0220M 5011500002,633,2023-2024,14USU0220M,5011500002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
634 2023-2024 14USU0220M 5031100007,634,2023-2024,14USU0220M,5031100007,Escolarizada,61,284,,345,4,14,,18,1,0,,1,
635 2023-2024 14USU0220M 5033100003,635,2023-2024,14USU0220M,5033100003,Escolarizada,132,235,,367,7,14,,21,0,0,,0,
636 2023-2024 14USU0220M 5041100056,636,2023-2024,14USU0220M,5041100056,Escolarizada,117,220,,337,3,8,,11,2,1,,3,
637 2023-2024 14USU0220M 5041400032,637,2023-2024,14USU0220M,5041400032,Escolarizada,113,196,,309,4,4,,8,0,0,,0,
638 2023-2024 14USU0220M 5042000002,638,2023-2024,14USU0220M,5042000002,Escolarizada,123,172,,295,9,9,,18,0,0,,0,
639 2023-2024 14USU0220M 5061000002,639,2023-2024,14USU0220M,5061000002,Escolarizada,136,23,,159,6,1,,7,0,0,,0,
640 2023-2024 14USU0220M 5062200055,640,2023-2024,14USU0220M,5062200055,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
641 2023-2024 14USU0220M 5072100002,641,2023-2024,14USU0220M,5072100002,Escolarizada,104,93,,197,3,6,,9,0,0,,0,
642 2023-2024 14USU0220M 5081100050,642,2023-2024,14USU0220M,5081100050,Escolarizada,116,57,,173,1,2,,3,1,0,,1,
643 2023-2024 14USU0220M 5082100001,643,2023-2024,14USU0220M,5082100001,Escolarizada,153,195,,348,4,6,,10,1,0,,1,
644 2023-2024 14USU0220M 5091100011,644,2023-2024,14USU0220M,5091100011,Escolarizada,206,315,,521,3,8,,11,1,0,,1,
645 2023-2024 14USU0220M 5092100006,645,2023-2024,14USU0220M,5092100006,Escolarizada,66,326,,392,0,11,,11,0,0,,0,
646 2023-2024 14USU0220M 5093100002,646,2023-2024,14USU0220M,5093100002,Escolarizada,127,342,,469,4,7,,11,0,0,,0,
647 2023-2024 14USU0220M 5094200006,647,2023-2024,14USU0220M,5094200006,Escolarizada,57,308,,365,1,8,,9,0,1,,1,
648 2023-2024 14USU0220M 5095400006,648,2023-2024,14USU0220M,5095400006,Escolarizada,31,53,,84,1,2,,3,0,0,,0,
649 2023-2024 14USU0221L 5022000001,649,2023-2024,14USU0221L,5022000001,Escolarizada,26,50,,76,1,2,,3,0,0,,0,
650 2023-2024 14USU0221L 5031100007,650,2023-2024,14USU0221L,5031100007,Escolarizada,60,247,,307,7,12,,19,0,0,,0,
651 2023-2024 14USU0221L 5033100003,651,2023-2024,14USU0221L,5033100003,Escolarizada,99,215,,314,4,9,,13,0,0,,0,
652 2023-2024 14USU0221L 5041400032,652,2023-2024,14USU0221L,5041400032,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
653 2023-2024 14USU0221L 5042000002,653,2023-2024,14USU0221L,5042000002,Escolarizada,44,109,,153,2,4,,6,0,1,,1,
654 2023-2024 14USU0221L 5042400005,654,2023-2024,14USU0221L,5042400005,Escolarizada,65,88,,153,1,4,,5,0,0,,0,
655 2023-2024 14USU0221L 5062100009,655,2023-2024,14USU0221L,5062100009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
656 2023-2024 14USU0221L 5062200073,656,2023-2024,14USU0221L,5062200073,Escolarizada,101,18,,119,6,1,,7,0,0,,0,
657 2023-2024 14USU0221L 5062200082,657,2023-2024,14USU0221L,5062200082,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
658 2023-2024 14USU0221L 5071300009,658,2023-2024,14USU0221L,5071300009,Escolarizada,75,11,,86,4,2,,6,0,0,,0,
659 2023-2024 14USU0221L 5071300014,659,2023-2024,14USU0221L,5071300014,Escolarizada,256,44,,300,2,3,,5,1,0,,1,
660 2023-2024 14USU0221L 5071400008,660,2023-2024,14USU0221L,5071400008,Escolarizada,123,219,,342,1,3,,4,0,2,,2,
661 2023-2024 14USU0221L 5071700019,661,2023-2024,14USU0221L,5071700019,Escolarizada,111,85,,196,1,3,,4,0,1,,1,
662 2023-2024 14USU0222K 4101600010,662,2023-2024,14USU0222K,4101600010,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
663 2023-2024 14USU0222K 5022200040,663,2023-2024,14USU0222K,5022200040,Escolarizada,24,108,,132,1,4,,5,0,0,,0,
664 2023-2024 14USU0222K 5031100007,664,2023-2024,14USU0222K,5031100007,Escolarizada,33,115,,148,3,2,,5,0,0,,0,
665 2023-2024 14USU0222K 5032100038,665,2023-2024,14USU0222K,5032100038,Escolarizada,0,2,,2,0,0,,0,0,0,,0,
666 2023-2024 14USU0222K 5033100003,666,2023-2024,14USU0222K,5033100003,Escolarizada,96,135,,231,2,5,,7,0,0,,0,
667 2023-2024 14USU0222K 5041400032,667,2023-2024,14USU0222K,5041400032,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
668 2023-2024 14USU0222K 5042000002,668,2023-2024,14USU0222K,5042000002,Escolarizada,56,84,,140,1,3,,4,0,0,,0,
669 2023-2024 14USU0222K 5062200082,669,2023-2024,14USU0222K,5062200082,Escolarizada,28,18,,46,2,0,,2,0,0,,0,
670 2023-2024 14USU0222K 5071000047,670,2023-2024,14USU0222K,5071000047,Escolarizada,84,7,,91,1,0,,1,0,0,,0,
671 2023-2024 14USU0222K 5071700019,671,2023-2024,14USU0222K,5071700019,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
672 2023-2024 14USU0230T 4093100005,672,2023-2024,14USU0230T,4093100005,Escolarizada,85,201,,286,1,3,,4,0,1,,1,
673 2023-2024 14USU0230T 4094100005,673,2023-2024,14USU0230T,4094100005,Escolarizada,26,89,,115,1,5,,6,0,0,,0,
674 2023-2024 14USU0230T 4094100010,674,2023-2024,14USU0230T,4094100010,Escolarizada,51,114,,165,2,5,,7,0,0,,0,
675 2023-2024 14USU0230T 4095300010,675,2023-2024,14USU0230T,4095300010,Escolarizada,175,270,,445,3,6,,9,0,1,,1,
676 2023-2024 14USU0230T 4103100001,676,2023-2024,14USU0230T,4103100001,Escolarizada,142,187,,329,1,1,,2,1,1,,2,
677 2023-2024 14USU0230T 5031100007,677,2023-2024,14USU0230T,5031100007,Escolarizada,567,1507,,2074,17,38,,55,0,0,,0,
678 2023-2024 14USU0230T 5033200024,678,2023-2024,14USU0230T,5033200024,Escolarizada,79,172,,251,3,10,,13,0,0,,0,
679 2023-2024 14USU0230T 5091100011,679,2023-2024,14USU0230T,5091100011,Escolarizada,1672,2801,,4473,26,37,,63,3,5,,8,
680 2023-2024 14USU0230T 5092100006,680,2023-2024,14USU0230T,5092100006,Escolarizada,663,2422,,3085,13,42,,55,4,13,,17,
681 2023-2024 14USU0230T 5093100002,681,2023-2024,14USU0230T,5093100002,Escolarizada,469,1260,,1729,5,10,,15,0,0,,0,
682 2023-2024 14USU0230T 5094100009,682,2023-2024,14USU0230T,5094100009,Escolarizada,92,161,,253,2,4,,6,0,0,,0,
683 2023-2024 14USU0230T 5094200006,683,2023-2024,14USU0230T,5094200006,Escolarizada,233,870,,1103,8,18,,26,0,2,,2,
684 2023-2024 14USU0230T 5094300009,684,2023-2024,14USU0230T,5094300009,Escolarizada,43,211,,254,1,4,,5,1,0,,1,
685 2023-2024 14USU0230T 5101100015,685,2023-2024,14USU0230T,5101100015,Escolarizada,958,569,,1527,12,12,,24,2,3,,5,
686 2023-2024 14USU0002Z 7011400011,686,2023-2024,14USU0002Z,7011400011,Escolarizada,10,19,,29,0,0,,0,,,,0,
687 2023-2024 14USU0002Z 7031000052,687,2023-2024,14USU0002Z,7031000052,Escolarizada,11,10,,21,0,0,,0,,,,1,
688 2023-2024 14USU0002Z 7031200009,688,2023-2024,14USU0002Z,7031200009,Escolarizada,2,2,,4,0,0,,0,,,,0,
689 2023-2024 14USU0002Z 7033100026,689,2023-2024,14USU0002Z,7033100026,Escolarizada,53,22,,75,2,1,,3,,,,0,
690 2023-2024 14USU0002Z 7042100033,690,2023-2024,14USU0002Z,7042100033,Escolarizada,38,38,,76,2,0,,2,,,,0,
691 2023-2024 14USU0002Z 7095600030,691,2023-2024,14USU0002Z,7095600030,Escolarizada,25,45,,70,1,0,,1,,,,2,
692 2023-2024 14USU0003Y 7011400011,692,2023-2024,14USU0003Y,7011400011,Escolarizada,10,20,,30,0,0,,0,,,,0,
693 2023-2024 14USU0003Y 7012500034,693,2023-2024,14USU0003Y,7012500034,Escolarizada,0,0,,0,0,0,,0,,,,0,
694 2023-2024 14USU0003Y 7031100043,694,2023-2024,14USU0003Y,7031100043,Escolarizada,2,5,,7,0,0,,0,,,,0,
695 2023-2024 14USU0003Y 7031200071,695,2023-2024,14USU0003Y,7031200071,Escolarizada,4,5,,9,0,0,,0,,,,0,
696 2023-2024 14USU0003Y 7042100033,696,2023-2024,14USU0003Y,7042100033,Escolarizada,0,0,,0,0,0,,0,,,,0,
697 2023-2024 14USU0003Y 7042100268,697,2023-2024,14USU0003Y,7042100268,Escolarizada,3,3,,6,0,0,,0,,,,0,
698 2023-2024 14USU0003Y 7052100021,698,2023-2024,14USU0003Y,7052100021,Escolarizada,7,4,,11,0,2,,2,,,,0,
699 2023-2024 14USU0003Y 7061300005,699,2023-2024,14USU0003Y,7061300005,Escolarizada,18,6,,24,0,0,,0,,,,1,
700 2023-2024 14USU0003Y 7071300003,700,2023-2024,14USU0003Y,7071300003,Escolarizada,19,7,,26,0,0,,0,,,,0,
701 2023-2024 14USU0003Y 8052100019,701,2023-2024,14USU0003Y,8052100019,Escolarizada,19,4,,23,0,0,,0,,,,0,
702 2023-2024 14USU0004X 7011400029,702,2023-2024,14USU0004X,7011400029,No escolarizada,16,30,,46,1,1,,2,,,,0,
703 2023-2024 14USU0004X 7012400001,703,2023-2024,14USU0004X,7012400001,No escolarizada,17,33,,50,0,0,,0,,,,0,
704 2023-2024 14USU0004X 7021000014,704,2023-2024,14USU0004X,7021000014,No escolarizada,2,6,,8,0,0,,0,,,,0,
705 2023-2024 14USU0004X 7031300041,705,2023-2024,14USU0004X,7031300041,No escolarizada,22,31,,53,0,1,,1,,,,0,
706 2023-2024 14USU0004X 7032100037,706,2023-2024,14USU0004X,7032100037,No escolarizada,15,13,,28,1,0,,1,,,,0,
707 2023-2024 14USU0004X 7041100029,707,2023-2024,14USU0004X,7041100029,No escolarizada,45,32,,77,2,0,,2,,,,1,
708 2023-2024 14USU0004X 7042100177,708,2023-2024,14USU0004X,7042100177,No escolarizada,0,0,,0,0,0,,0,,,,0,
709 2023-2024 14USU0004X 7042100311,709,2023-2024,14USU0004X,7042100311,No escolarizada,40,37,,77,1,0,,1,,,,0,
710 2023-2024 14USU0004X 7042300030,710,2023-2024,14USU0004X,7042300030,No escolarizada,0,0,,0,0,0,,0,,,,0,
711 2023-2024 14USU0004X 7042300040,711,2023-2024,14USU0004X,7042300040,No escolarizada,30,25,,55,0,0,,0,,,,0,
712 2023-2024 14USU0004X 8011400005,712,2023-2024,14USU0004X,8011400005,No escolarizada,4,8,,12,0,0,,0,,,,0,
713 2023-2024 14USU0004X 8021000011,713,2023-2024,14USU0004X,8021000011,No escolarizada,14,20,,34,1,0,,1,,,,0,
714 2023-2024 14USU0005W 7012602009,714,2023-2024,14USU0005W,7012602009,Escolarizada,7,6,,13,0,0,,0,,,,0,
715 2023-2024 14USU0005W 7022300036,715,2023-2024,14USU0005W,7022300036,Escolarizada,1,1,,2,0,0,,0,,,,0,
716 2023-2024 14USU0008T 6091323001,716,2023-2024,14USU0008T,6091323001,Escolarizada,0,0,,0,0,0,,0,,,,0,
717 2023-2024 14USU0008T 6091326001,717,2023-2024,14USU0008T,6091326001,Escolarizada,0,0,,0,0,0,,0,,,,0,
718 2023-2024 14USU0008T 7022600002,718,2023-2024,14USU0008T,7022600002,Escolarizada,2,1,,3,0,0,,0,,,,0,
719 2023-2024 14USU0008T 7031200016,719,2023-2024,14USU0008T,7031200016,Escolarizada,2,1,,3,0,0,,0,,,,0,
720 2023-2024 14USU0008T 7031300118,720,2023-2024,14USU0008T,7031300118,Escolarizada,4,1,,5,0,0,,0,,,,0,
721 2023-2024 14USU0008T 7042300011,721,2023-2024,14USU0008T,7042300011,Escolarizada,8,12,,20,0,0,,0,,,,0,
722 2023-2024 14USU0008T 7052300035,722,2023-2024,14USU0008T,7052300035,Escolarizada,6,0,,6,0,0,,0,,,,0,
723 2023-2024 14USU0008T 7061100016,723,2023-2024,14USU0008T,7061100016,Escolarizada,0,0,,0,0,0,,0,,,,0,
724 2023-2024 14USU0008T 7071000033,724,2023-2024,14USU0008T,7071000033,Escolarizada,7,2,,9,0,0,,0,,,,0,
725 2023-2024 14USU0008T 7071200021,725,2023-2024,14USU0008T,7071200021,Escolarizada,20,4,,24,0,0,,0,,,,0,
726 2023-2024 14USU0008T 7102100006,726,2023-2024,14USU0008T,7102100006,Escolarizada,6,7,,13,0,0,,0,,,,0,
727 2023-2024 14USU0008T 8033100003,727,2023-2024,14USU0008T,8033100003,Escolarizada,29,28,,57,0,0,,0,,,,0,
728 2023-2024 14USU0008T 8052300021,728,2023-2024,14USU0008T,8052300021,Escolarizada,6,5,,11,0,0,,0,,,,0,
729 2023-2024 14USU0008T 8071200008,729,2023-2024,14USU0008T,8071200008,Escolarizada,14,8,,22,0,0,,0,,,,0,
730 2023-2024 14USU0008T 8091345016,730,2023-2024,14USU0008T,8091345016,Escolarizada,21,21,,42,0,0,,0,,,,0,
731 2023-2024 14USU0008T 8102100001,731,2023-2024,14USU0008T,8102100001,Escolarizada,1,0,,1,0,0,,0,,,,0,
732 2023-2024 14USU0010H 7011200033,732,2023-2024,14USU0010H,7011200033,Escolarizada,3,10,,13,0,0,,0,,,,0,
733 2023-2024 14USU0010H 7012603017,733,2023-2024,14USU0010H,7012603017,Escolarizada,8,19,,27,0,0,,0,,,,1,
734 2023-2024 14USU0010H 7022200011,734,2023-2024,14USU0010H,7022200011,Escolarizada,2,5,,7,0,1,,1,,,,0,
735 2023-2024 14USU0010H 7022200019,735,2023-2024,14USU0010H,7022200019,Escolarizada,1,7,,8,0,0,,0,,,,0,
736 2023-2024 14USU0010H 7022300005,736,2023-2024,14USU0010H,7022300005,Escolarizada,5,5,,10,0,0,,0,,,,0,
737 2023-2024 14USU0010H 7022300034,737,2023-2024,14USU0010H,7022300034,Escolarizada,0,0,,0,0,0,,0,,,,0,
738 2023-2024 14USU0010H 7022300037,738,2023-2024,14USU0010H,7022300037,Escolarizada,2,5,,7,0,0,,0,,,,0,
739 2023-2024 14USU0010H 7022400002,739,2023-2024,14USU0010H,7022400002,Escolarizada,0,0,,0,0,0,,0,,,,0,
740 2023-2024 14USU0010H 7022500008,740,2023-2024,14USU0010H,7022500008,Escolarizada,1,5,,6,0,1,,1,,,,0,
741 2023-2024 14USU0010H 7022500015,741,2023-2024,14USU0010H,7022500015,Escolarizada,7,9,,16,0,1,,1,,,,0,
742 2023-2024 14USU0010H 7022600002,742,2023-2024,14USU0010H,7022600002,Escolarizada,0,0,,0,0,0,,0,,,,0,
743 2023-2024 14USU0010H 7022600008,743,2023-2024,14USU0010H,7022600008,Escolarizada,12,4,,16,1,1,,2,,,,0,
744 2023-2024 14USU0010H 7031000001,744,2023-2024,14USU0010H,7031000001,Escolarizada,11,11,,22,1,0,,1,,,,0,
745 2023-2024 14USU0010H 7031200043,745,2023-2024,14USU0010H,7031200043,Escolarizada,1,18,,19,0,1,,1,,,,1,
746 2023-2024 14USU0010H 7031200087,746,2023-2024,14USU0010H,7031200087,Escolarizada,1,5,,6,0,0,,0,,,,0,
747 2023-2024 14USU0010H 7031300005,747,2023-2024,14USU0010H,7031300005,Escolarizada,12,4,,16,0,0,,0,,,,0,
748 2023-2024 14USU0010H 7031300078,748,2023-2024,14USU0010H,7031300078,Escolarizada,1,5,,6,0,0,,0,,,,0,
749 2023-2024 14USU0010H 7032100004,749,2023-2024,14USU0010H,7032100004,Escolarizada,6,8,,14,0,0,,0,,,,1,
750 2023-2024 14USU0010H 7032100049,750,2023-2024,14USU0010H,7032100049,Escolarizada,3,3,,6,1,0,,1,,,,0,
751 2023-2024 14USU0010H 7033100026,751,2023-2024,14USU0010H,7033100026,Escolarizada,40,22,,62,1,0,,1,,,,0,
752 2023-2024 14USU0010H 7073100005,752,2023-2024,14USU0010H,7073100005,Escolarizada,7,5,,12,0,0,,0,,,,0,
753 2023-2024 14USU0010H 7031200035,753,2023-2024,14USU0010H,7031200035,Escolarizada,2,9,,11,0,1,,1,,,,0,
754 2023-2024 14USU0010H 8011000006,754,2023-2024,14USU0010H,8011000006,Escolarizada,3,8,,11,0,0,,0,,,,0,
755 2023-2024 14USU0010H 8011500003,755,2023-2024,14USU0010H,8011500003,Escolarizada,8,18,,26,0,0,,0,,,,0,
756 2023-2024 14USU0010H 8022000001,756,2023-2024,14USU0010H,8022000001,Escolarizada,15,9,,24,0,1,,1,,,,0,
757 2023-2024 14USU0010H 8022500004,757,2023-2024,14USU0010H,8022500004,Escolarizada,7,10,,17,0,0,,0,,,,0,
758 2023-2024 14USU0010H 8031000001,758,2023-2024,14USU0010H,8031000001,Escolarizada,13,26,,39,0,1,,1,,,,0,
759 2023-2024 14USU0010H 8031300003,759,2023-2024,14USU0010H,8031300003,Escolarizada,10,3,,13,0,0,,0,,,,0,
760 2023-2024 14USU0010H 8033100009,760,2023-2024,14USU0010H,8033100009,Escolarizada,0,0,,0,0,0,,0,,,,0,
761 2023-2024 14USU0010H 8052300012,761,2023-2024,14USU0010H,8052300012,Escolarizada,12,8,,20,0,0,,0,,,,1,
762 2023-2024 14USU0110G 6041100014,762,2023-2024,14USU0110G,6041100014,Escolarizada,0,0,,0,0,0,,0,,,,0,
763 2023-2024 14USU0110G 7012604029,763,2023-2024,14USU0110G,7012604029,Escolarizada,8,8,,16,0,0,,0,,,,0,
764 2023-2024 14USU0110G 7041100029,764,2023-2024,14USU0110G,7041100029,Escolarizada,0,0,,0,0,0,,0,,,,0,
765 2023-2024 14USU0110G 7052100009,765,2023-2024,14USU0110G,7052100009,Escolarizada,10,0,,10,0,0,,0,,,,0,
766 2023-2024 14USU0110G 7052200003,766,2023-2024,14USU0110G,7052200003,Escolarizada,25,10,,35,0,0,,0,,,,0,
767 2023-2024 14USU0110G 7052200006,767,2023-2024,14USU0110G,7052200006,Escolarizada,17,11,,28,0,0,,0,,,,0,
768 2023-2024 14USU0110G 7052200018,768,2023-2024,14USU0110G,7052200018,Escolarizada,8,3,,11,0,0,,0,,,,0,
769 2023-2024 14USU0110G 7052300003,769,2023-2024,14USU0110G,7052300003,Escolarizada,0,0,,0,0,0,,0,,,,0,
770 2023-2024 14USU0110G 7052300025,770,2023-2024,14USU0110G,7052300025,Escolarizada,15,4,,19,0,0,,0,,,,0,
771 2023-2024 14USU0110G 7053100007,771,2023-2024,14USU0110G,7053100007,Escolarizada,8,2,,10,1,0,,1,,,,0,
772 2023-2024 14USU0110G 7061300011,772,2023-2024,14USU0110G,7061300011,Escolarizada,0,0,,0,0,0,,0,,,,0,
773 2023-2024 14USU0110G 7061300057,773,2023-2024,14USU0110G,7061300057,Escolarizada,7,3,,10,0,1,,1,,,,0,
774 2023-2024 14USU0110G 7062000007,774,2023-2024,14USU0110G,7062000007,Escolarizada,37,25,,62,1,0,,1,,,,0,
775 2023-2024 14USU0110G 7062200074,775,2023-2024,14USU0110G,7062200074,Escolarizada,23,14,,37,0,1,,1,,,,0,
776 2023-2024 14USU0110G 7071200009,776,2023-2024,14USU0110G,7071200009,Escolarizada,10,1,,11,0,0,,0,,,,0,
777 2023-2024 14USU0110G 7071300026,777,2023-2024,14USU0110G,7071300026,Escolarizada,7,1,,8,0,0,,0,,,,0,
778 2023-2024 14USU0110G 7071300053,778,2023-2024,14USU0110G,7071300053,Escolarizada,9,2,,11,0,0,,0,,,,0,
779 2023-2024 14USU0110G 7071400012,779,2023-2024,14USU0110G,7071400012,Escolarizada,3,9,,12,1,1,,2,,,,0,
780 2023-2024 14USU0110G 7071600009,780,2023-2024,14USU0110G,7071600009,Escolarizada,0,0,,0,0,0,,0,,,,0,
781 2023-2024 14USU0110G 7071600020,781,2023-2024,14USU0110G,7071600020,Escolarizada,7,6,,13,0,0,,0,,,,0,
782 2023-2024 14USU0110G 7071700001,782,2023-2024,14USU0110G,7071700001,Escolarizada,0,0,,0,0,0,,0,,,,0,
783 2023-2024 14USU0110G 7071700002,783,2023-2024,14USU0110G,7071700002,Escolarizada,0,0,,0,0,0,,0,,,,0,
784 2023-2024 14USU0110G 7071700009,784,2023-2024,14USU0110G,7071700009,Escolarizada,0,0,,0,0,0,,0,,,,0,
785 2023-2024 14USU0110G 7072100008,785,2023-2024,14USU0110G,7072100008,Escolarizada,0,0,,0,0,0,,0,,,,0,
786 2023-2024 14USU0110G 7072100012,786,2023-2024,14USU0110G,7072100012,Escolarizada,0,0,,0,0,0,,0,,,,0,
787 2023-2024 14USU0110G 7095300001,787,2023-2024,14USU0110G,7095300001,Escolarizada,0,0,,0,0,0,,0,,,,0,
788 2023-2024 14USU0110G 7101500016,788,2023-2024,14USU0110G,7101500016,Escolarizada,7,9,,16,0,0,,0,,,,0,
789 2023-2024 14USU0110G 8052000007,789,2023-2024,14USU0110G,8052000007,Escolarizada,6,9,,15,0,0,,0,,,,0,
790 2023-2024 14USU0110G 8052100009,790,2023-2024,14USU0110G,8052100009,Escolarizada,10,3,,13,0,0,,0,,,,0,
791 2023-2024 14USU0110G 8052200001,791,2023-2024,14USU0110G,8052200001,Escolarizada,7,8,,15,0,0,,0,,,,0,
792 2023-2024 14USU0110G 8052200009,792,2023-2024,14USU0110G,8052200009,Escolarizada,6,6,,12,0,0,,0,,,,0,
793 2023-2024 14USU0110G 8052200018,793,2023-2024,14USU0110G,8052200018,Escolarizada,13,4,,17,0,1,,1,,,,0,
794 2023-2024 14USU0110G 8052200023,794,2023-2024,14USU0110G,8052200023,Escolarizada,2,5,,7,0,0,,0,,,,0,
795 2023-2024 14USU0110G 8053100005,795,2023-2024,14USU0110G,8053100005,Escolarizada,5,2,,7,0,0,,0,,,,0,
796 2023-2024 14USU0110G 8061100020,796,2023-2024,14USU0110G,8061100020,Escolarizada,16,0,,16,0,0,,0,,,,0,
797 2023-2024 14USU0110G 8071300016,797,2023-2024,14USU0110G,8071300016,Escolarizada,22,9,,31,1,0,,1,,,,0,
798 2023-2024 14USU0110G 8071400003,798,2023-2024,14USU0110G,8071400003,Escolarizada,19,29,,48,0,0,,0,,,,0,
799 2023-2024 14USU0120N 7011000042,799,2023-2024,14USU0120N,7011000042,Escolarizada,11,25,,36,0,1,,1,,,,0,
800 2023-2024 14USU0120N 7011200037,800,2023-2024,14USU0120N,7011200037,Escolarizada,0,0,,0,0,0,,0,,,,0,
801 2023-2024 14USU0120N 7011200077,801,2023-2024,14USU0120N,7011200077,Escolarizada,12,14,,26,0,0,,0,,,,0,
802 2023-2024 14USU0120N 7011400011,802,2023-2024,14USU0120N,7011400011,Escolarizada,20,27,,47,0,0,,0,,,,1,
803 2023-2024 14USU0120N 7012000087,803,2023-2024,14USU0120N,7012000087,Escolarizada,2,1,,3,0,0,,0,,,,0,
804 2023-2024 14USU0120N 7012500034,804,2023-2024,14USU0120N,7012500034,Escolarizada,3,14,,17,0,0,,0,,,,0,
805 2023-2024 14USU0120N 7031300023,805,2023-2024,14USU0120N,7031300023,Escolarizada,19,17,,36,0,0,,0,,,,0,
806 2023-2024 14USU0120N 7031400008,806,2023-2024,14USU0120N,7031400008,Escolarizada,18,7,,25,0,0,,0,,,,0,
807 2023-2024 14USU0120N 7031400038,807,2023-2024,14USU0120N,7031400038,Escolarizada,5,6,,11,0,0,,0,,,,0,
808 2023-2024 14USU0120N 7031500062,808,2023-2024,14USU0120N,7031500062,Escolarizada,9,19,,28,0,0,,0,,,,0,
809 2023-2024 14USU0120N 7041100018,809,2023-2024,14USU0120N,7041100018,Escolarizada,0,0,,0,0,0,,0,,,,0,
810 2023-2024 14USU0120N 7041100024,810,2023-2024,14USU0120N,7041100024,Escolarizada,1,3,,4,0,0,,0,,,,0,
811 2023-2024 14USU0120N 7041100026,811,2023-2024,14USU0120N,7041100026,Escolarizada,7,12,,19,0,0,,0,,,,0,
812 2023-2024 14USU0120N 7041200034,812,2023-2024,14USU0120N,7041200034,Escolarizada,40,52,,92,1,0,,1,,,,0,
813 2023-2024 14USU0120N 7041200042,813,2023-2024,14USU0120N,7041200042,Escolarizada,0,0,,0,0,0,,0,,,,0,
814 2023-2024 14USU0120N 7041300021,814,2023-2024,14USU0120N,7041300021,Escolarizada,67,56,,123,0,0,,0,,,,3,
815 2023-2024 14USU0120N 7041300024,815,2023-2024,14USU0120N,7041300024,Escolarizada,1,0,,1,0,0,,0,,,,0,
816 2023-2024 14USU0120N 7041400008,816,2023-2024,14USU0120N,7041400008,Escolarizada,1,0,,1,0,0,,0,,,,0,
817 2023-2024 14USU0120N 7041400009,817,2023-2024,14USU0120N,7041400009,Escolarizada,0,0,,0,0,0,,0,,,,0,
818 2023-2024 14USU0120N 7041400048,818,2023-2024,14USU0120N,7041400048,Escolarizada,52,47,,99,0,0,,0,,,,1,
819 2023-2024 14USU0120N 7042000002,819,2023-2024,14USU0120N,7042000002,Escolarizada,0,0,,0,0,0,,0,,,,0,
820 2023-2024 14USU0120N 7042100033,820,2023-2024,14USU0120N,7042100033,Escolarizada,123,103,,226,1,0,,1,,,,1,
821 2023-2024 14USU0120N 7042100129,821,2023-2024,14USU0120N,7042100129,Escolarizada,0,0,,0,0,0,,0,,,,0,
822 2023-2024 14USU0120N 7042300031,822,2023-2024,14USU0120N,7042300031,Escolarizada,0,0,,0,0,0,,0,,,,0,
