name,orden,ciclo,anio,entidad_universitaria,plantel_adscripcion,clave_plantel,nombre_plantel,nombre_plantel_corto,tipo_plantel,clasificacion_plantel,region,municipio,localidad,domicilio,num_ext,num_int,codigo_postal,enlace_plantel,nombre_portal,enlace_ubicacion,mapa,notas
2022 14MMS0777R CUSUR,178,2022 - 2023,2022,CUSUR,,14MMS0777R,Centro Universitario del Sur,CUSUR,Centro Universitario,Regional,Región Sur,Zapotlán el Grande,N/A,Avenida Enrique Arreola Silva,883,N/A,49000,http://www.cusur.udg.mx,www.cusur.udg.mx,"https://www.google.com/maps/place/CUSur/@19.7261634,-103.4614804,17.78z/data=!4m6!3m5!1s0x842f81528d097313:0x6b50df9027dcad79!8m2!3d19.7254815!4d-103.4614914!16s%2Fg%2F121p6d7k?entry=ttu",,
2022 14MMS0749V SUV,179,2022 - 2023,2022,SUV,,14MMS0749V,Sistema de Universidad Virtual,SUV,Virtual,Regional,Región Centro,Guadalajara,N/A,Avenida La Paz ,2453,N/A,44130,https://www.udgvirtual.udg.mx,www.udgvirtual.udg.mx,"https://www.google.com/maps/place/Centro+de+Formaci%C3%B3n+en+Periodismo+Digital+de+UDGVirtual/@20.6719347,-103.3792854,18.89z/data=!4m6!3m5!1s0x8428ae0daac16fb5:0xdc22b5e29f79bfc7!8m2!3d20.6719091!4d-103.3789511!16s%2Fg%2F1v6wpn4s?entry=ttu",,
2022 14USU0120N CUCEA,180,2022 - 2023,2022,CUCEA,,14USU0120N,Centro Universitario de Ciencias Económico Administrativas,CUCEA,Centro Universitario,Regional,Región Centro,Zapopan,N/A,Periférico Norte,799,N/A,45100,https://www.cucea.udg.mx,www.cucea.udg.mx,"https://www.google.com.mx/maps/place/Centro+Universitario+de+Ciencias+Econ%C3%B3mico+Administrativas/@20.7407684,-103.383007,17z/data=!4m6!3m5!1s0x8428afeb8049f335:0xc047ef950ecb0597!8m2!3d20.7407682!4d-103.380921!16s%2Fm%2F025wqj3?entry=ttu",,
2022 14USU0110G CUCEI,181,2022 - 2023,2022,CUCEI,,14USU0110G,Centro Universitario de Ciencias Exactas e Ingenierías,CUCEI,Centro Universitario,Regional,Región Centro,Guadalajara,N/A,Boulevard Marcelino García Barragán,1421,N/A,44430,http://www.cucei.udg.mx,www.cucei.udg.mx,"https://www.google.com.mx/maps/place/Centro+Universitario+de+Ciencias+Exactas+e+Ingenier%C3%ADas/@20.6572186,-103.3266208,17z/data=!4m6!3m5!1s0x8428b23a9bbba80d:0xdacdb7fd592feb90!8m2!3d20.6548611!4d-103.3254497!16s%2Fm%2F047d6cy?entry=ttu",,
2022 14USU0010H CUCSH-Belenes,182,2022 - 2023,2022,CUCSH,14USU0100Z,14USU0010H,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,CUCSH-Belenes,Sede CU,Regional,Región Centro,Zapopan,N/A,Avenida José Parres Arias,150,N/A,45132,http://www.cucsh.udg.mx,www.cucsh.udg.mx,"https://www.google.com/maps/place/Centro+Universitario+de+Ciencias+Sociales+y+Humanidades/@20.7421767,-103.3774867,16.67z/data=!4m6!3m5!1s0x8428af097b88abe3:0xbb90e158805bcd46!8m2!3d20.7410992!4d-103.3775765!16s%2Fg%2F122h697k?entry=ttu",,
2022 14USU0100Z CUCSH-La Normal,183,2022 - 2023,2022,CUCSH,,14USU0100Z,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,CUCSH-La Normal,Centro Universitario,Regional,Región Centro,Guadalajara,N/A,Calle Guanajuato,1045,N/A,44260,http://www.cucsh.udg.mx,www.cucsh.udg.mx,"https://www.google.com/maps/place/Centro+Universitario+de+Ciencias+Sociales+y+Humanidades+(CUCSH)+Campus+La+Normal/@20.6935081,-103.3502649,18.14z/data=!4m6!3m5!1s0x8428b1dc8a0bf835:0xe19de4dcdf256f35!8m2!3d20.693537!4d-103.3500433!16s%2Fg%2F11f5hk84_t?entry=ttu",,
2022 14USU0230T CUCS,184,2022 - 2023,2022,CUCS,,14USU0230T,Centro Universitario de Ciencias de la Salud,CUCS,Centro Universitario,Regional,Región Centro,Guadalajara,N/A,Calle Sierra Mojada,950,N/A,44340,https://www.cucs.udg.mx,www.cucs.udg.mx,"https://www.google.com/maps/place/Centro+Universitario+de+Ciencias+de+la+Salud/@20.6882006,-103.3336325,16.94z/data=!4m6!3m5!1s0x8428b1945a975cdb:0xbc978894d9a59505!8m2!3d20.6865839!4d-103.3321438!16s%2Fg%2F12301w0b?entry=ttu",,
2022 14USU0140A CUAAD-Huentitán,185,2022 - 2023,2022,CUAAD,,14USU0140A,"Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",CUAAD-Huentitán,Centro Universitario,Regional,Región Centro,Guadalajara,N/A,Calzada Independencia Norte,5075,N/A,44250,https://cuaad.udg.mx,cuaad.udg.mx,"https://www.google.com/maps/place/CUAAD+Campus+Huentit%C3%A1n/@20.740596,-103.3124005,18.44z/data=!4m6!3m5!1s0x8428b1dce1497f27:0x1820f441e3c0600b!8m2!3d20.7405955!4d-103.3121661!16zL20vMGg2Zjdo",,
2022 14USU0005W CUAAD-Santa María de Gracia,186,2022 - 2023,2022,CUAAD,14USU0140A,14USU0005W,"Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",CUAAD-Santa María de Gracia,Sede CU,Regional,Región Centro,Guadalajara,N/A,Calle Belén,120,N/A,44100,https://cuaad.udg.mx,cuaad.udg.mx,"https://www.google.com/maps/place/CUAAD+Santa+Mar%C3%ADa+de+Gracia/@20.6784741,-103.3451861,19.83z/data=!4m6!3m5!1s0x8428b1efcf9b540d:0xb2d57cb46ac49195!8m2!3d20.6784659!4d-103.3449655!16s%2Fg%2F11c6t96bzl?hl=es-419",,
2022 14USU0006V CUAAD-San Agustín,187,2022 - 2023,2022,CUAAD,14USU0140A,14USU0006V,"Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",CUAAD-San Agustín,Sede CU,Regional,Región Centro,Guadalajara,Ex Claustro de San Agustín,Calle Morelos,191,N/A,44100,https://cuaad.udg.mx,cuaad.udg.mx,"https://www.google.com/maps/place/Ex+Claustro+De+San+Agustin/@20.6766578,-103.3449727,19.56z/data=!4m6!3m5!1s0x8428b1f035f2b237:0xbe38b3bfae1b5ad0!8m2!3d20.6761732!4d-103.3445604!16s%2Fg%2F11cmd8mhl9",,
2022 14USU0130U CUCBA,188,2022 - 2023,2022,CUCBA,,14USU0130U,Centro Universitario de Ciencias Biológicas y Agropecuarias,CUCBA,Centro Universitario,Regional,Región Centro,Zapopan,Nextipac,Camino Ramón Padilla Sánchez,2100,N/A,45200,http://www.cucba.udg.mx,www.cucba.udg.mx,"https://www.google.com.mx/maps/place/Centro+Universitario+de+Ciencias+Biol%C3%B3gicas+y+Agropecuarias+(CUCBA)/@20.753793,-103.5158703,14.4z/data=!4m6!3m5!1s0x8428a7cecb9ac385:0x4970f89bb2a39535!8m2!3d20.7465489!4d-103.5137524!16s%2Fg%2F121bvzxm!5m1!1e1?entry=ttu",,
2022 14USU0220M CUALTOS,189,2022 - 2023,2022,CUALTOS,,14USU0220M,Centro Universitario de los Altos,CUALTOS,Centro Universitario,Regional,Región Altos Sur,Tepatitlán de Morelos,N/A,Avenida Rafael Casillas Aceves,1200,N/A,47620,http://www.cualtos.udg.mx,www.cualtos.udg.mx,"https://www.google.com.mx/maps/place/CUAltos/@20.8492492,-102.7879041,16.27z/data=!4m6!3m5!1s0x842927a02f60d503:0xcd92d81319b1a41a!8m2!3d20.8474354!4d-102.7823684!16s%2Fg%2F1jkwdd4b8!5m1!1e1?entry=ttu",,
2022 14USU0160O CUCIÉNEGA-Ocotlán,190,2022 - 2023,2022,CUCIÉNEGA,,14USU0160O,Centro Universitario de la Ciénega sede Ocotlán,CUCIÉNEGA-Ocotlán,Centro Universitario,Regional,Región Ciénega,Ocotlán,N/A,Av. Universidad,1115,N/A,47810,https://cuci.udg.mx,cuci.udg.mx,"https://www.google.com/maps/place/CUCi%C3%A9nega+Ocotl%C3%A1n/@20.3723789,-102.7702688,17.32z/data=!4m6!3m5!1s0x842ed8dac7c46fef:0xe5561f5f9d39f640!8m2!3d20.3708372!4d-102.7685542!16s%2Fg%2F1w346yl7?entry=ttu",,
2022 14USU0150H CUCIÉNEGA-Atotonilco,191,2022 - 2023,2022,CUCIÉNEGA,14USU0160O,14USU0150H,Centro Universitario de la Ciénega sede Atotonilco,CUCIÉNEGA-Atotonilco,Sede CU,Regional,Región Ciénega,Atotonilco El Alto,N/A,Carretera Guadalajara - Mexico km 84,N/A,N/A,47750,https://atotonilco.cuci.udg.mx,atotonilco.cuci.udg.mx,"https://www.google.com.mx/maps/place/CUCi%C3%A9nega+Atotonilco/@20.5443076,-102.5320742,14.78z/data=!4m6!3m5!1s0x842ecbdbda524e4b:0x502b507025ea3abd!8m2!3d20.5438012!4d-102.521263!16s%2Fg%2F1td5xh32?entry=ttu",,
2022 14USU0170V CUCIÉNEGA-La Barca,192,2022 - 2023,2022,CUCIÉNEGA,14USU0160O,14USU0170V,Centro Universitario de la Ciénega sede La Barca,CUCIÉNEGA-La Barca,Sede CU,Regional,Región Ciénega,La Barca,Predio las Gaviotas,Carretera La Barca-Ocotlán km 6,N/A,N/A,48470,https://cuci.udg.mx/directorio/Campus-La-Barca,cuci.udg.mx/directorio/Campus-La-Barca,"https://www.google.com/maps/place/Centro+Universitario+de+la+Ci%C3%A9nega/@20.2747301,-102.6046299,18.78z/data=!4m6!3m5!1s0x842ec2bf2b9d5b17:0x7163e0592f2c08ef!8m2!3d20.274914!4d-102.604136!16s%2Fg%2F11b6_vlxk7?entry=ttu",,
2022 14USU0210F CUSUR,193,2022 - 2023,2022,CUSUR,,14USU0210F,Centro Universitario del Sur,CUSUR,Centro Universitario,Regional,Región Sur,Zapotlán el Grande,Ciudad Guzmán,Avenida Enrique Arreola Silva,883,N/A,49000,http://www.cusur.udg.mx,www.cusur.udg.mx,"https://www.google.com/maps/place/CUSur/@19.7261634,-103.4614804,17.78z/data=!4m6!3m5!1s0x842f81528d097313:0x6b50df9027dcad79!8m2!3d19.7254815!4d-103.4614914!16s%2Fg%2F121p6d7k?entry=ttu",,
2022 14USU0190I CUCOSTA-Puerto Vallarta,194,2022 - 2023,2022,CUCOSTA,,14USU0190I,Centro Universitario de la Costa sede Puerto Vallarta,CUCOSTA-Puerto Vallarta,Centro Universitario,Regional,Región Costa-Sierra Occidental,Puerto Vallarta,Delegación Ixtapa,Av. Universidad,203,N/A,48280,http://www.cuc.udg.mx,www.cuc.udg.mx,"https://www.google.com/maps/place/CUCosta/@20.7063933,-105.2218873,17.33z/data=!4m6!3m5!1s0x84214602cc646113:0x25abd7f1a407a134!8m2!3d20.7048328!4d-105.2217937!16s%2Fg%2F1tk1zc18?entry=ttu",,
2022 14USU0009S CUCOSTA-Tomatlán,195,2022 - 2023,2022,CUCOSTA,14USU0190I,14USU0009S,Centro Universitario de la Costa sede Tomatlán,CUCOSTA-Tomatlán,Sede CU,Regional,Región Costa Sur,Tomatlán,N/A,Calle 20 de Noviembre,500,N/A,48250,http://www.cuc.udg.mx/es/sede-tomatlan-0,www.cuc.udg.mx/es/sede-tomatlan-0,"https://www.google.com/maps/place/Preparatoria+Regional+Puerto+Vallarta+Modulo+Tomatl%C3%A1n/@19.9349886,-105.2424045,17.22z/data=!4m6!3m5!1s0x869bb7ff9e9d75ef:0xa2fe24db8f400696!8m2!3d19.935835!4d-105.2407984!16s%2Fg%2F1xb2d_xg?entry=ttu",,
2022 14USU0200Z CUCOSTASUR-Autlán,196,2022 - 2023,2022,CUCOSTASUR,,14USU0200Z,Centro Universitario de la Costa Sur sede Autlán,CUCOSTASUR-Autlán,Centro Universitario,Regional,Región Sierra de Amula,Autlán de Navarro,N/A,Avenida Independencia Nacional,151,N/A,48900,http://www.cucsur.udg.mx,www.cucsur.udg.mx,"https://www.google.com/maps/place/Centro+Universitario+de+la+Costa+Sur/@19.7735328,-104.359638,17.92z/data=!4m6!3m5!1s0x842455c1335870e3:0xe7d17fa63c416f2e!8m2!3d19.7746268!4d-104.3584372!16s%2Fg%2F1211pd7n?entry=ttu",,
2022 14USU0007U CUCOSTASUR-San Patricio Melaque,197,2022 - 2023,2022,CUCOSTASUR,14USU0200Z,14USU0007U,Centro Universitario de la Costa Sur sede San Patricio Melaque,CUCOSTASUR-San Patricio Melaque,Sede CU,Regional,Región Costa Sur,Cihuatlán,San Patricio (Melaque),Calle Gomez Farias ,82,N/A,48980,http://www.cucsur.udg.mx,www.cucsur.udg.mx,"https://www.google.com/maps/place/Departamento+de+Desarrollo+Sustentable+de+Zonas+Costeras/@19.2233066,-104.7036857,20z/data=!4m14!1m7!3m6!1s0x8424b8e221596c81:0x2b2fd2d5488323ee!2sDepartamento+de+Desarrollo+Sustentable+de+Zonas+Costeras!8m2!3d19.2234265!4d-104.703652!16s%2Fg%2F11btywp_ks!3m5!1s0x8424b8e221596c81:0x2b2fd2d5488323ee!8m2!3d19.2234265!4d-104.703652!16s%2Fg%2F11btywp_ks?entry=ttu",,
2022 14USU0003Y CUVALLES,198,2022 - 2023,2022,CUVALLES,,14USU0003Y,Centro Universitario de los Valles,CUVALLES,Centro Universitario,Regional,Región Valles,Ameca,N/A,Carretera Guadalajara - Ameca Km. 45.5,S/N,N/A,46600,http://www.web.valles.udg.mx,www.web.valles.udg.mx,"https://www.google.com/maps/place/Universidad+de+Guadalajara+Centro+Universitario+de+los+Valles/@20.5326229,-103.9830181,14.11z/data=!4m6!3m5!1s0x8426764500000001:0x290d579ae3909496!8m2!3d20.5368876!4d-103.9664779!16s%2Fg%2F11c1nd8g2f?entry=ttu",,
2022 14USU0002Z CUNORTE,199,2022 - 2023,2022,CUNORTE,,14USU0002Z,Centro Universitario del Norte,CUNORTE,Centro Universitario,Regional,Región Norte,Colotlán,N/A,Carretera Federal Colotlán - Huejúcar km 191,23,N/A,46200,https://www.cunorte.udg.mx,www.cunorte.udg.mx,"https://www.google.com/maps/place/CUNorte/@22.1384886,-103.2483517,17.22z/data=!4m6!3m5!1s0x8682a1f2255738d1:0x6daea7fb43feda00!8m2!3d22.1394262!4d-103.2447875!16s%2Fg%2F11fpdbb75x?entry=ttu",,
2022 14USU0221L CULAGOS-Lagos de Moreno,200,2022 - 2023,2022,CULAGOS,,14USU0221L,Centro Universitario de los Lagos sede Lagos de Moreno,CULAGOS-Lagos de Moreno,Centro Universitario,Regional,Región Altos Norte,Lagos de Moreno,N/A,Avenida Enrique Díaz de León,1144,N/A,47460,https://www.lagos.udg.mx,www.lagos.udg.mx,"https://www.google.com/maps/place/Centro+Universitario+de+los+Lagos/@21.3568081,-101.9522784,19.33z/data=!4m6!3m5!1s0x842bd3bf4acc2d49:0xf4a00706b988192f!8m2!3d21.3572652!4d-101.9518492!16s%2Fg%2F1tg5vcgp?entry=ttu",,
2022 14USU0222K CULAGOS-San Juan de los Lagos,201,2022 - 2023,2022,CULAGOS,14USU0221L,14USU0222K,Centro Universitario de los Lagos sede San Juan de los Lagos,CULAGOS-San Juan de los Lagos,Sede CU,Regional,Región Altos Norte,San Juan de Los Lagos,N/A,Calle Tenazas,S/N,N/A,47000,https://www.lagos.udg.mx,www.lagos.udg.mx,"https://www.google.com/maps/place/CULagos+San+Juan+de+los+Lagos/@21.2626904,-102.323473,19.03z/data=!4m6!3m5!1s0x8429710b48f862a5:0x4876b7020f8951fd!8m2!3d21.2627673!4d-102.3232348!16s%2Fg%2F11g9dpjyxl?entry=ttu",,
2022 14USU0008T CUTONALÁ,202,2022 - 2023,2022,CUTONALÁ,,14USU0008T,Centro Universitario de Tonalá,CUTONALÁ,Centro Universitario,Regional,Región Centro,Tonalá,Ejido San José Tateposco,Avenida Nuevo Periférico,555,N/A,45425,http://www.cutonala.udg.mx,www.cutonala.udg.mx,"https://www.google.com/maps/place/CUTonal%C3%A1/@20.5624249,-103.2284507,16.21z/data=!4m6!3m5!1s0x842f4b24202abe73:0xd33161e2e4345862!8m2!3d20.5666667!4d-103.2286111!16s%2Fg%2F12hy9f77n?entry=ttu",,
2022 14USU0011G CUTLAJOMULCO,203,2022 - 2023,2022,CUTLAJOMULCO,,14USU0011G,Centro Universitario de Tlajomulco,CUTLAJOMULCO,Centro Universitario,Regional,Región Centro,Tlajomulco de Zúñiga,Lomas de Tejeda,Carretera Tlajomulco - Santa Fe Km. 3.5,595,N/A,45641,http://www.cutlajomulco.udg.mx,www.cutlajomulco.udg.mx,"https://www.google.com/maps/place/Centro+Universitario+de+Tlajomulco+(CUTLAJO)+-+UDG/@20.4660512,-103.4140865,17.94z/data=!4m6!3m5!1s0x842f513ccb331403:0x87335adf8940dff9!8m2!3d20.4645456!4d-103.4135878!16s%2Fg%2F11k7jxw3qf?entry=ttu",,
2022 14USU0004X SUV,204,2022 - 2023,2022,SUV,,14USU0004X,Sistema de Universidad Virtual,SUV,Virtual,Regional,Región Centro,Guadalajara,N/A,Avenida La Paz ,2453,N/A,44130,https://www.udgvirtual.udg.mx,www.udgvirtual.udg.mx,"https://www.google.com/maps/place/Centro+de+Formaci%C3%B3n+en+Periodismo+Digital+de+UDGVirtual/@20.6719347,-103.3792854,18.89z/data=!4m6!3m5!1s0x8428ae0daac16fb5:0xdc22b5e29f79bfc7!8m2!3d20.6719091!4d-103.3789511!16s%2Fg%2F1v6wpn4s?entry=ttu",,
